angDist,RA,Dec,RAhms,Decdms,HD,BD,CD,CPD,PP,EPP,PA,EPA,PA_G,GL,GB,Ebv,DPA,Idcat,Vmag,dist,SpType,polRefs,distCat,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,rest,b_rest,B_rest
5.053105,212.92421999999996,7.3442,212d55m27.192s,7d20m39.12s,-999.9,8.2824,-999.9,-999.9,0.109,0.016,71.0,4.2,112.3,350.5028,62.5484,-99.9,0.0,3,9.1,-999.9,-999,1.0E11,30,212.9230244439924,7.3449512738460,0.002,0.001,0,3674063630867072512,212.92261812186,0.0437,7.34516689215,0.0459,8.3655,0.0623,-93.597,0.093,50.079,0.100,0,4.59209e+06,1.70135e+03,9.033340,2.65330e+06,4.37415e+03,9.291922,2.77071e+06,4.95079e+03,8.655440,0.636481,-47.64,0.43,4,6388.60,0.1267,0.0545,1.30,2.541,119.138069406905000,118.253524220550000,120.035707848062000
2.009122,236.61144,7.3532,236d36m41.184s,7d21m11.52s,141004.0,7.3023,-999.9,-999.9,0.05,0.12,82.0,50.2,140.8,15.6974,44.1026,0.0,-0.1,1,4.4,11.0,G0V,1000.0,4,236.6108934547706,7.3530671242901,0.007,0.006,0,4430238051199001216,236.60992054837,0.2079,7.35276839028,0.1961,84.6121,0.2559,-224.107,0.400,-69.384,0.468,0,3.92311e+08,1.62300e+06,4.204289,2.02292e+08,5.84484e+05,4.586442,2.40424e+08,1.62019e+06,3.809477,0.776965,-66.41,0.15,9,6017.00,0.3233,0.1538,1.35,2.139,11.814805855835100,11.778926947715000,11.850900100726300
3.929409,184.112145,7.355,184d06m43.722s,7d21m18s,106749.0,8.2583,-999.9,-999.9,0.077,0.009,71.4,3.3,49.7,278.5674,68.5556,-99.9,0.0,3,8.5,-999.9,-999,1.0E11,30,184.1111419645910,7.3554492258156,0.002,0.001,90,3901671716162514048,184.11077135347,0.0486,7.35553701600,0.0353,6.9145,0.0568,-85.369,0.124,20.390,0.074,1,8.83449e+06,3.51373e+03,8.322912,5.56786e+06,9.49780e+03,8.487168,4.71799e+06,1.02505e+04,8.077526,0.409642,,,0,7282.00,0.7023,0.3490,1.69,7.226,144.036760385387000,142.859806113981000,145.232916793562000
0.364911,279.96499499999993,7.3587,279d57m53.982s,7d21m31.32s,172424.0,7.3798,-999.9,-999.9,0.21,0.035,112.5,4.8,175.6,38.19,5.9103,0.0,-0.1,1,6.2,83.2,G8III,1.0E9,10,279.9649929865163,7.3585984540207,0.001,0.001,0,4286726391952772352,279.96499194023,0.0378,7.35840284448,0.0485,6.7795,0.0530,-0.241,0.075,-45.432,0.082,0,7.52400e+07,3.42145e+04,5.997243,3.43257e+07,1.07175e+05,6.512340,5.66354e+07,1.53775e+05,5.379200,1.133140,-38.97,0.17,8,4950.69,,,11.55,72.176,146.891198821392000,145.747457142554000,148.052708366210000
0.121596,251.56475999999995,7.3601,251d33m53.136s,7d21m36.36s,151291.0,7.3243,-999.9,-999.9,0.554,0.017,89.0,0.9,151.4,24.8134,31.1245,-99.9,0.0,3,8.8,-999.9,-999,1.0E11,30,251.5647829951236,7.3600748772290,0.001,0.001,0,4442115078881220992,251.56476593235,0.0373,7.36008957784,0.0303,6.3005,0.0570,-3.930,0.072,3.414,0.075,1,7.23304e+06,2.50267e+03,8.540064,4.54615e+06,5.02890e+03,8.707279,3.86257e+06,5.36071e+03,8.294728,0.412551,,,0,7300.00,0.5093,0.2640,1.67,7.129,158.013300426436000,156.593129037236000,159.458999373973000
0.170259,347.52804,7.3625,347d31m40.944s,7d21m45s,218717.0,6.5124,-999.9,-999.9,0.27,0.035,111.0,3.7,145.4,83.8674,-47.6761,0.1,-0.1,1,7.2,199.5,B9,1.0E9,10,347.5280850001972,7.3624845387306,0.002,0.001,90,2665436298508758272,347.52816638063,0.0591,7.36243029387,0.0450,6.6048,0.0719,18.745,0.098,-12.599,0.079,0,2.14761e+07,9.11620e+03,7.358475,1.53390e+07,1.57516e+04,7.386893,9.15241e+06,3.95411e+04,7.358082,0.028811,,,0,9416.50,0.1640,0.0775,,,150.772414262697000,149.143931198233000,152.436202738519000
0.748897,182.88052499999998,7.3692,182d52m49.89s,7d22m09.12s,105928.0,8.2576,-999.9,-999.9,0.037,0.034,78.6,24.7,54.2,275.5097,68.0899,0.0,0.0,3,8.5,346.7,B9,1.01E11,10,182.8804781743416,7.3689974524519,0.004,0.003,90,3904625038754972928,182.88038918332,0.1567,7.36889388136,0.1068,6.7569,0.2070,-20.498,0.247,-24.055,0.207,1,5.84164e+06,1.45613e+03,8.772029,3.78306e+06,3.39843e+03,8.906781,3.01278e+06,2.87107e+03,8.564501,0.342280,,,0,7819.60,0.0990,0.0460,1.24,5.158,147.594315996409000,143.181828299492000,152.282226210908000
2.265957,293.52178499999997,7.3793,293d31m18.426s,7d22m45.48s,184406.0,7.4132,-999.9,-999.9,0.06,0.02,80.2,9.5,141.5,44.4146,-6.0121,0.0,0.2,1,4.4,56.0,K2III,1.0E12,40,293.5223051264063,7.3789394010354,0.006,0.005,90,4295095221644093568,293.52323015225,0.1820,7.37826437437,0.1610,30.4139,0.2409,213.068,0.369,-156.782,0.304,1,4.68521e+08,1.48079e+06,4.011543,1.79505e+08,2.28639e+05,4.716199,3.55927e+08,8.41124e+05,3.383517,1.332682,-24.76,0.23,4,4473.00,0.6828,0.3172,8.48,25.962,32.852408003100700,32.592513871907900,33.116405228720200
1.296058,186.85390499999997,7.3828,186d51m14.058s,7d22m58.08s,108423.0,8.2603,-999.9,-999.9,0.078,0.017,77.7,6.2,62.3,285.7406,69.4488,-99.9,0.0,3,8.5,-999.9,-999,1.0E11,30,186.8537798432979,7.3831380461173,0.002,0.002,90,3901120448520092160,186.85372199902,0.0658,7.38315313949,0.0496,2.2134,0.0798,-13.323,0.140,3.506,0.098,0,3.80639e+06,2.10077e+03,9.237082,2.70559e+06,2.41524e+03,9.270733,1.75834e+06,2.18585e+03,9.149161,0.121572,,,0,9456.00,0.4973,0.2430,,,446.538169848353000,431.060892895537000,463.145872413585000
0.090570,92.99468999999999,7.3913,92d59m40.884s,7d23m28.68s,42597.0,7.1178,-999.9,-999.9,0.78,0.2,160.0,7.3,98.6,201.8162,-5.3101,0.2,-0.1,1,6.9,885.5,B1V,10000.0,120,92.9946918850710,7.3913252901347,0.005,0.004,90,3328169371696096384,92.99469137740,0.1512,7.39130881553,0.1516,0.7255,0.1878,-0.117,0.301,-3.826,0.272,0,2.98891e+07,2.48032e+04,6.999584,2.24647e+07,6.35690e+04,6.972637,1.19123e+07,1.88714e+04,7.071928,-0.099291,,,0,8562.50,0.1360,0.0707,,,1412.769975264600000,1061.115110205620000,2081.737279394490000
1.390868,228.20452499999996,7.3995,228d12m16.29s,7d23m58.2s,135025.0,7.2914,-999.9,-999.9,0.268,0.011,82.0,1.2,136.9,9.032,51.135,-99.9,0.0,3,8.6,-999.9,-999,1.0E11,30,228.2041965178085,7.3997076360843,0.002,0.001,0,1163440089969099264,228.20407949213,0.0387,7.39972324060,0.0555,4.5680,0.0624,-26.954,0.088,3.624,0.120,0,6.80854e+06,2.41960e+03,8.605732,3.88334e+06,5.76998e+03,8.878375,4.15067e+06,5.76413e+03,8.216623,0.661752,-20.08,0.34,4,6245.00,,,3.04,12.659,217.601650451564000,214.663387422783000,220.619987948760000
0.757397,38.767244999999996,7.4712,38d46m02.082s,7d28m16.32s,16060.0,6.0392,-999.9,-999.9,0.029,0.037,148.7,32.5,113.9,162.6003,-47.2611,0.1,0.0,1,6.2,83.2,G6III,1.01E11,10,38.7672237181838,7.4709906621871,0.002,0.002,0,19400302852196096,38.76719814506,0.0625,7.47048572017,0.0747,8.4789,0.0792,-5.889,0.139,-117.277,0.156,0,8.45082e+07,7.03951e+04,5.871119,3.70560e+07,6.17678e+04,6.429242,6.53711e+07,1.40426e+05,5.223455,1.205788,-29.21,0.14,10,4781.64,0.0480,0.0203,10.72,54.137,117.555017955792000,116.462598928299000,118.667751976926000
0.134818,267.77167499999996,7.5107,267d46m18.03s,7d30m38.52s,162502.0,7.3484,-999.9,-999.9,0.61,0.073,97.4,3.4,161.0,32.8517,16.8146,0.1,-0.1,2,9.1,346.7,A0,1.0E9,10,267.7717041876659,7.5107239974946,0.001,0.001,0,4475860877446695424,267.77174341638,0.0370,7.51066746469,0.0428,2.3304,0.0454,9.033,0.072,-13.130,0.075,0,2.55577e+06,1.80554e+03,9.669560,1.68982e+06,3.70399e+03,9.781787,1.27146e+06,4.45037e+03,9.501160,0.280627,,,0,7921.00,0.6850,0.3630,2.32,19.149,424.105407251056000,416.021699117390000,432.503636409297000
0.248437,294.185685,7.5509,294d11m08.466s,7d33m03.24s,184982.0,7.4151,-999.9,-999.9,0.28,0.03,71.8,3.1,133.0,44.8823,-6.5088,0.1,0.1,1,7.6,127.0,A3V,1.0E12,120,294.1857042382273,7.5509663052578,0.001,0.001,90,4295203970210614272,294.18574370658,0.0337,7.55094364333,0.0271,6.0775,0.0432,9.087,0.067,-5.263,0.052,1,1.78878e+07,4.68429e+03,7.556973,1.18312e+07,9.57274e+03,7.668813,8.79990e+06,1.41290e+04,7.400725,0.268088,,,0,7876.00,0.5220,0.2600,2.38,19.620,163.775984043208000,162.616539533174000,164.951782025245000
1.088676,152.08823999999998,7.573,152d05m17.664s,7d34m22.8s,87915.0,8.2323,-999.9,-999.9,0.09,0.033,89.0,10.4,31.1,232.1,46.7378,-99.9,0.0,3,8.7,-999.9,-999,1.0E11,30,152.0882975174498,7.5732969406962,0.003,0.002,90,3874800957649367424,152.08825205722,1.2090,7.57332431776,0.5094,4.0701,1.3653,-10.466,0.143,6.359,0.126,0,4.48052e+06,1.95124e+03,9.060045,2.73015e+06,6.20400e+03,9.260923,2.50432e+06,1.54247e+04,8.765195,0.495729,,,0,7210.64,,,,,290.938091262593000,181.044421808909000,667.787261868355000
1.242562,18.432509999999997,7.5754,18d25m57.036s,7d34m31.44s,7344.0,6.0174,-999.9,-999.9,0.006,0.011,43.1,42.5,34.5,132.5648,-54.8788,0.0,0.0,1,5.6,32.0,F0  V,1.0E14,120,18.4328559700266,7.5753609175637,0.005,0.004,90,2577061092921353984,18.43347817104,0.1675,7.57513150849,0.1271,24.7123,0.2025,143.250,0.333,-53.282,0.231,0,1.65671e+08,2.59386e+05,5.140249,1.04439e+08,2.20448e+05,5.304231,8.42001e+07,1.53485e+06,4.948638,0.355593,,,0,7468.67,0.6790,0.3475,1.95,10.689,40.423347974571100,40.092673017947300,40.759424103654600
0.083202,296.06605499999995,7.5882,296d03m57.798s,7d35m17.52s,186456.0,7.4197,-999.9,-999.9,0.81,0.046,107.1,1.6,167.9,45.8189,-8.1252,0.2,0.0,1,8.1,445.0,B6V,1.0E9,120,296.0660558948392,7.5882231868835,0.001,0.001,90,4297974430259292032,296.06605776419,0.0365,7.58821509863,0.0292,1.3756,0.0450,0.430,0.076,-1.879,0.061,0,1.14089e+07,3.65321e+04,8.045259,7.94177e+06,6.44043e+04,8.101595,5.47560e+06,7.01471e+04,7.915841,0.185754,,,0,9135.25,0.7405,0.3370,,,713.065079490951000,690.719333505487000,736.877139882524000
0.624169,152.82555,7.6256,152d49m31.98s,7d37m32.16s,-999.9,8.2328,-999.9,-999.9,0.072,0.015,73.9,5.9,16.3,232.6053,47.3846,-99.9,0.0,3,8.9,-999.9,-999,1.0E11,30,152.8254263856620,7.6257225365676,0.002,0.002,0,3874156845698430080,152.82533711678,0.0647,7.62569981940,0.0589,3.4834,0.1002,-20.550,0.112,-5.276,0.115,0,3.11716e+06,1.51249e+03,9.453968,1.83746e+06,4.66159e+03,9.690846,1.82122e+06,5.60901e+03,9.111015,0.579831,25.77,1.82,3,6493.45,,,2.49,9.938,284.988935789063000,277.011280492854000,293.430802957474000
0.239594,123.87976499999999,7.6372,123d52m47.154s,7d38m13.92s,69057.0,8.2013,-999.9,-999.9,0.06,0.048,174.1,21.8,110.6,215.6444,22.1485,0.0,-0.1,1,8.2,436.5,B8,1.0E9,10,123.8797124364748,7.6372412948072,0.025,0.018,90,3097943147349748608,123.87969344496,0.7168,7.63719444444,0.6596,5.1977,1.0825,-4.372,1.611,-10.881,1.164,0,1.13474e+07,1.14328e+04,8.051124,8.53402e+06,8.08658e+03,8.023503,4.65312e+06,1.25895e+04,8.092560,-0.069057,,,0,8712.00,0.0100,0.0110,,,206.355375687143000,160.009655610571000,290.328302744997000
0.785480,230.86642499999996,7.6456,230d51m59.13s,7d38m44.16s,137005.0,8.302,-999.9,-999.9,0.278,0.011,83.0,1.1,139.6,11.6529,49.0852,-99.9,0.0,3,8.5,-999.9,-999,1.0E11,30,230.8662063272325,7.6456250418610,0.002,0.002,0,1163658480466192256,230.86607352101,0.0664,7.64565860365,0.0593,1.5134,0.0787,-30.571,0.131,7.795,0.138,0,4.86194e+06,3.47422e+03,8.971343,3.69450e+06,1.10952e+04,8.932498,1.88913e+06,5.77140e+03,9.071264,-0.138766,,,0,8868.67,0.1920,0.1000,,,650.457555958077000,618.003941784811000,686.438174253681000
0.972649,191.40467999999998,7.6733,191d24m16.848s,7d40m23.88s,110951.0,8.2639,-999.9,-999.9,0.0,0.032,154.0,90.0,150.1,298.6103,70.4962,0.0,0.0,1,5.2,41.7,A5,100.0,3,191.4044085397852,7.6733246988460,0.011,0.005,90,3710456301811923712,191.40394139471,0.2446,7.67334586167,0.1533,12.8075,0.3062,-107.527,0.697,4.915,0.344,1,1.69061e+08,3.67171e+05,5.118255,1.03113e+08,1.42603e+05,5.318110,8.85484e+07,4.18737e+05,4.893968,0.424141,,,0,7386.00,,,3.88,40.460,77.984243852789100,76.150694602806300,79.906613993091700
0.545058,153.15102,7.6773,153d09m03.672s,7d40m38.28s,88514.0,8.2331,-999.9,-999.9,0.06,0.026,91.7,12.2,34.2,232.796,47.6849,-99.9,0.0,3,8.6,-999.9,-999,1.0E11,30,153.1509466576508,7.6774327935641,0.002,0.002,0,3874160560845560960,153.15088081897,0.0552,7.67740650427,0.0582,2.8465,0.0648,-15.154,0.099,-6.106,0.100,0,5.41415e+06,1.34605e+03,8.854541,3.25378e+06,7.04954e+03,9.070416,3.07971e+06,6.28594e+03,8.540645,0.529772,14.30,2.23,4,6646.93,0.7397,0.3005,3.83,25.846,347.955498443414000,340.224850252509000,356.038917666085000
0.087303,34.188269999999996,7.6863,34d11m17.772s,7d41m10.68s,14069.0,7.0357,-999.9,-999.9,0.03,0.069,17.8,49.0,168.1,156.6567,-49.5166,0.0,0.0,2,9.0,398.1,A0,1.0E9,10,34.1882943821015,7.6863018623851,0.003,0.003,0,2521492286353929600,34.18836772380,0.0711,7.68626036727,0.0732,3.1489,0.0978,16.881,0.161,-9.638,0.162,1,4.92902e+06,3.04297e+03,8.956464,3.23993e+06,6.34171e+03,9.075048,2.47438e+06,6.02587e+03,8.778254,0.296795,,,0,7800.00,0.5528,0.2880,2.45,20.006,314.997134455501000,305.507223465919000,325.083893393252000
1.385561,228.42974999999998,7.6885,228d25m47.1s,7d41m18.6s,135203.0,8.2997,-999.9,-999.9,0.207,0.055,82.7,7.6,138.0,9.6131,51.1157,-99.9,-0.1,3,9.0,-999.9,-999,1.0E11,30,228.4301373153925,7.6885282658755,0.001,0.001,0,1163474518427050752,228.43017316212,0.0310,7.68850463612,0.0350,3.7763,0.0391,8.251,0.065,-5.488,0.076,0,3.64316e+06,1.26130e+03,9.284670,2.17935e+06,4.71272e+03,9.505569,2.09457e+06,4.78553e+03,8.959181,0.546389,,,0,6548.87,0.8292,0.4065,2.44,9.881,262.837221008857000,260.145687942529000,265.584015248556000
0.827960,152.72729999999999,7.6946,152d43m38.28s,7d41m40.56s,88282.0,8.2327,-999.9,-999.9,0.075,0.02,72.3,7.6,14.6,232.4425,47.339,-99.9,0.0,3,8.4,-999.9,-999,1.0E11,30,152.7270682406491,7.6945880477783,0.006,0.004,0,3874170044133315456,152.72695240167,0.1840,7.69450159438,0.3252,8.8055,0.0963,-26.662,0.233,-20.080,0.359,0,6.82079e+06,3.34738e+03,8.603779,4.28580e+06,9.81053e+04,8.771308,4.60873e+06,1.14907e+05,8.102966,0.668342,-57.37,0.33,4,6494.75,,,1.46,3.403,113.215381948909000,111.985514876671000,114.472069348144000
0.231636,90.64883999999999,7.6988,90d38m55.824s,7d41m55.68s,40963.0,7.1099,-999.9,-999.9,0.2,0.046,43.7,6.6,162.7,200.4277,-7.2069,0.2,0.0,1,8.1,380.0,B5,1.0E9,120,90.6488317956120,7.6988639144618,0.002,0.002,90,3322389097330277248,90.64881213602,0.0862,7.69884825616,0.0862,2.5289,0.1141,-4.525,0.153,-3.637,0.129,1,1.24886e+07,7.62393e+03,7.947083,9.14535e+06,2.70481e+04,7.948388,5.19453e+06,2.01918e+04,7.973055,-0.024667,,,0,9709.25,0.4667,0.2152,,,392.242566237415000,375.291187248822000,410.767822724544000
1.585210,150.71408999999997,7.706,150d42m50.724s,7d42m21.6s,87077.0,8.231,-999.9,-999.9,0.05,0.025,75.6,14.0,17.1,230.9037,45.6483,-99.9,0.0,3,9.2,-999.9,-999,1.0E11,30,150.7138645736179,7.7056203877439,0.002,0.002,90,3874697290023399424,150.71377717911,0.0946,7.70543879520,0.0518,5.8091,0.1159,-20.115,0.111,-42.176,0.104,0,3.34829e+06,1.09856e+03,9.376309,1.96011e+06,2.45296e+03,9.620687,2.00990e+06,3.89522e+03,9.003983,0.616704,15.03,0.14,2,6512.52,0.5242,0.3230,1.54,3.838,171.394365808575000,168.029245789175000,174.894503655863000
0.077549,276.75746999999996,7.7327,276d45m26.892s,7d43m57.72s,170009.0,7.3694,-999.9,-999.9,0.95,0.042,64.8,1.3,128.1,37.0952,8.9224,0.2,0.0,1,7.9,380.2,B6,1.0E9,10,276.7574761098810,7.7327205442434,0.001,0.001,0,4477646827942605824,276.75748304765,0.0411,7.73270922913,0.0421,1.3765,0.0447,1.597,0.079,-2.628,0.083,1,1.24271e+07,5.75057e+03,7.952446,8.44549e+06,1.40645e+04,8.034826,5.91639e+06,1.76351e+04,7.831778,0.203048,,,0,8140.00,0.7185,0.3610,,,712.637803975096000,690.432127616870000,736.291846919064000
0.389164,265.96435499999995,7.8347,265d57m51.678s,7d50m04.92s,161200.0,7.345,-999.9,-999.9,0.36,0.066,91.4,5.2,155.1,32.3299,18.5656,0.1,-0.1,1,8.9,331.1,A0,1.0E9,10,265.9643642663639,7.8348078181714,0.001,0.001,90,4486630215883572736,265.96438318047,0.0368,7.83482485180,0.0422,2.8725,0.0498,4.352,0.086,3.956,0.083,1,4.97927e+06,1.70419e+03,8.945452,3.21895e+06,5.10583e+03,9.082104,2.56907e+06,4.73104e+03,8.737480,0.344624,,,0,7904.40,0.7980,0.3947,2.64,24.513,344.822112527565000,338.952584672766000,350.894737678273000
0.256298,294.91435499999994,7.8439,294d54m51.678s,7d50m38.04s,185608.0,7.4171,-999.9,-999.9,0.1,0.06,63.3,16.7,124.3,45.4897,-7.0021,0.1,0.2,1,7.9,180.0,A9III,1.0E12,120,294.9143993161783,7.8439562504268,0.001,0.001,90,4301035608074284544,294.91448509729,0.0311,7.84404016843,0.0247,5.0785,0.0402,19.737,0.064,19.491,0.048,1,1.35865e+07,4.13893e+03,7.855598,8.38961e+06,7.58822e+03,8.042034,7.48524e+06,1.28808e+04,7.576405,0.465629,,,0,7080.75,0.6300,0.2570,3.01,20.483,195.814079868331000,194.271827469933000,197.380571540062000
2.016213,229.40291999999997,7.8447,229d24m10.512s,7d50m40.92s,135927.0,8.3005,-999.9,-999.9,0.091,0.009,109.3,2.8,165.3,10.6721,50.4047,-99.9,0.0,3,8.2,-999.9,-999,1.0E11,30,229.4034767131555,7.8446023389861,0.002,0.001,0,1163536640833785728,229.40360127014,0.0441,7.84453988977,0.0545,11.4467,0.0688,28.659,0.093,-14.504,0.118,0,1.44517e+07,5.23817e+03,7.788568,8.71215e+06,1.34582e+04,8.001076,8.11594e+06,1.61667e+04,7.488573,0.512503,,,0,6809.00,0.2822,0.1340,1.48,4.270,87.146705277634900,86.623041173981000,87.676625226803600
0.863599,15.736065,7.89,15d44m09.834s,7d53m24s,6186.0,7.0153,-999.9,-999.9,0.008,0.006,144.6,20.6,140.2,127.888,-54.8709,-99.9,0.0,1,4.4,40.0,K0  III,1.0E14,60,15.7358672390070,7.8901383372741,0.009,0.007,90,2577673177300456192,15.73552330063,0.3288,7.89024394153,0.2539,17.2961,0.3842,-79.126,0.605,24.527,0.424,0,5.19821e+08,2.43835e+06,3.898731,2.13467e+08,9.70968e+05,4.528061,3.60151e+08,1.05265e+06,3.370708,1.157354,7.60,0.21,7,4860.00,,,12.48,78.332,57.771898733051100,56.507361516541700,59.093270956630400
0.378162,257.93841,7.8947,257d56m18.276s,7d53m40.92s,155500.0,8.3367,-999.9,-999.9,0.15,0.035,73.5,6.7,136.9,28.5983,25.7273,0.0,-0.1,1,6.1,95.5,K0III,1.0E9,10,257.9384955324693,7.8947621522606,0.001,0.001,90,4395236472918967680,257.93863409298,0.0276,7.89481990675,0.0279,8.9033,0.0304,31.877,0.058,13.414,0.052,0,7.35181e+07,2.72338e+04,6.022380,3.21182e+07,3.22768e+04,6.584509,5.75328e+07,5.72185e+04,5.362132,1.222377,-3.73,0.13,19,4739.65,0.2350,0.1085,9.75,43.244,111.955519107610000,111.572934256143000,112.340689809793000
0.058016,297.57283499999994,7.9024,297d34m22.206s,7d54m08.64s,187567.0,7.4252,-999.9,-999.9,0.51,0.2,114.0,11.1,174.5,46.8313,-9.2769,0.2,-0.1,1,6.4,648.0,B1VE,10000.0,120,297.5728290503777,7.9024150163235,0.001,0.001,90,4298219483910765824,297.57282071772,0.0405,7.90240126112,0.0304,1.6157,0.0499,-1.917,0.079,-3.195,0.060,0,6.61251e+07,1.02163e+05,6.137450,4.70390e+07,2.66916e+05,6.170243,3.02893e+07,1.18701e+05,6.058698,0.111545,,,0,9300.00,0.4992,0.2627,,,608.899960066428000,590.806901525233000,628.114980214767000
1.247507,151.57707,7.9447,151d34m37.452s,7d56m40.92s,87635.0,8.2319,-999.9,-999.9,0.051,0.02,78.5,11.1,20.1,231.2518,46.5025,-99.9,0.0,3,8.5,-999.9,-999,1.0E11,30,151.5772329734344,7.9443931213171,0.002,0.002,0,3874885035929117312,151.57720796901,0.0568,7.94427653286,0.0630,6.4234,0.0800,-5.752,0.107,-27.079,0.111,0,9.45190e+06,4.18227e+03,8.249567,5.44003e+06,1.27647e+04,8.512385,5.64739e+06,1.07217e+04,7.882301,0.630085,19.71,0.42,7,6379.18,,,2.44,8.870,155.019950099915000,153.105339079778000,156.982173916381000
0.991549,22.095209999999998,7.9613,22d05m42.756s,7d57m40.68s,8949.0,7.0213,-999.9,-999.9,0.086,0.048,124.6,15.6,110.7,138.5398,-53.7871,0.0,0.0,1,6.2,104.7,K1III,1.01E11,10,22.0954824903513,7.9613549894662,0.002,0.001,90,2566591062164908928,22.09597303544,0.0504,7.96132282169,0.0418,8.3801,0.0589,112.835,0.101,-7.471,0.087,0,8.16322e+07,5.17887e+04,5.908712,3.50882e+07,8.59308e+04,6.488486,6.36241e+07,2.09359e+05,5.252866,1.235621,2.57,0.13,10,4720.00,0.0385,0.0200,11.04,54.525,118.928058430422000,118.094641398106000,119.773109568091000
0.282350,183.51011999999997,7.9729,183d30m36.432s,7d58m22.44s,106331.0,8.2578,-999.9,-999.9,0.036,0.034,60.8,25.3,37.1,276.3931,68.8955,-99.9,0.0,3,8.7,-999.9,-999,1.0E11,30,183.5101223263014,7.9729783105228,0.004,0.002,90,3904768525022462464,183.51006687882,0.1033,7.97293625044,0.0651,5.1438,0.1301,-12.754,0.250,-9.769,0.120,1,3.53125e+06,9.60309e+02,9.318545,1.99032e+06,1.46803e+03,9.604082,2.19587e+06,1.46692e+03,8.907901,0.696181,4.88,0.55,3,6015.08,1.1700,0.5263,2.10,5.211,193.510809264806000,188.719044649090000,198.547637693424000
0.231508,96.57980999999998,7.9744,96d34m47.316s,7d58m27.84s,45166.0,8.1332,-999.9,-999.9,0.74,0.2,174.0,7.7,112.0,202.9721,-1.8994,0.3,0.0,2,9.6,8484.0,WN7,10000.0,120,96.5798126949444,7.9744642958988,0.002,0.002,90,3324744805291306368,96.57981160209,0.0665,7.97446057192,0.0691,0.6720,0.0876,-0.251,0.131,-0.865,0.126,0,2.19704e+06,3.12388e+03,9.833770,1.63503e+06,6.76003e+03,9.817575,9.24221e+05,1.97515e+03,9.847481,-0.029906,,,0,9577.50,,,,,1448.255304821510000,1276.792162638890000,1671.312210447650000
1.766194,215.58601499999997,7.9906,215d35m09.654s,7d59m26.16s,-999.9,8.2851,-999.9,-999.9,0.084,0.028,70.5,9.5,115.9,355.5065,61.1998,-99.9,0.0,3,9.0,-999.9,-999,1.0E11,30,215.5855209498063,7.9906365597460,0.001,0.001,90,3673736564813016704,215.58532287696,0.0472,7.99059512461,0.0355,9.3389,0.0526,-45.557,0.079,-9.624,0.070,0,4.19188e+06,2.11890e+03,9.132343,2.32678e+06,2.79657e+03,9.434500,2.63988e+06,4.48283e+03,8.707961,0.726539,-25.09,0.25,6,6063.53,0.2010,0.1120,1.24,1.873,106.753926375245000,106.153808569854000,107.360745868257000
2.431727,151.26797999999997,7.9907,151d16m04.728s,7d59m26.52s,87423.0,8.2316,-999.9,-999.9,0.049,0.01,159.4,5.8,100.8,230.9639,46.2651,-99.9,0.0,3,7.2,-999.9,-999,1.0E11,30,151.2686392404884,7.9908731850374,0.005,0.004,0,3875070303638289024,151.26876052469,0.1566,7.99091503948,0.2202,15.2645,0.1112,27.896,0.287,9.721,0.335,0,2.52130e+07,1.18693e+04,7.184305,1.44274e+07,5.21092e+04,7.453420,1.49932e+07,1.34825e+05,6.822182,0.631238,-7.31,8.53,5,6380.00,0.8160,0.3900,1.68,4.190,65.393710201956400,64.918194983649200,65.876116992733000
0.082708,294.91778999999997,8.0114,294d55m04.044s,8d00m41.04s,185607.0,7.4172,-999.9,-999.9,0.97,0.05,113.4,1.5,174.4,45.6393,-6.9245,0.3,0.1,2,8.5,464.0,B6V,1.0E12,120,294.9177988681870,8.0114214527307,0.001,0.001,90,4301042514382306688,294.91780528903,0.0352,8.01141038605,0.0270,0.6972,0.0460,1.477,0.071,-2.570,0.055,1,7.55950e+06,3.48496e+03,8.492134,5.14258e+06,7.23449e+03,8.573436,3.67586e+06,6.56546e+03,8.348523,0.224913,,,0,8446.75,0.5857,0.2850,,,1383.386925266830000,1298.669208688530000,1479.684739509210000
0.265523,129.85238999999999,8.0176,129d51m08.604s,8d01m03.36s,73599.0,8.2099,-999.9,-999.9,0.03,0.035,11.2,30.3,127.9,218.1645,27.6197,0.0,0.0,1,6.5,316.2,K1III,1.0E9,10,129.8523155304353,8.0176015310417,0.001,0.001,90,596323846472099328,129.85218314793,0.0277,8.01747954606,0.0176,6.9167,0.0272,-30.446,0.057,-28.332,0.035,0,6.50292e+07,1.55278e+04,6.155594,2.84735e+07,2.74668e+04,6.715286,5.06526e+07,3.11737e+04,5.500415,1.214871,18.66,0.15,24,4816.08,0.0650,0.0255,11.31,62.000,143.978618667209000,143.412315170914000,144.549332143151000
